model,outcome,nobs,n_teams,n_weeks,coef_treated,se_treated,tstat_treated,pvalue_treated,ci_low_95,ci_high_95,r2_within,r2_overall
Step4_baseline_twfe,junior_output_share,1440,48,30,0.060892114281953555,0.010940604542691959,5.565699230270408,3.140406623636238e-08,0.03942985089163197,0.08235437767227513,0.056202196089031764,0.08163527000074466
