model,outcome,term,coef,se,tstat,pvalue,ci_low_95,ci_high_95,nobs,n_teams,n_weeks,r2
baseline_twfe_real,junior_output_share,treated,-0.07287713078859412,0.09573019067149541,-0.7612763567835866,0.4464920193531712,-0.2605048567378774,0.11475059516068914,68,9,11,0.46681141368324186
baseline_twfe_real,junior_output_share,log_total_output,-0.03230848154640206,0.06636422781804927,-0.48683579405131017,0.6263747022020252,-0.1623799779315898,0.09776301483878566,68,9,11,0.46681141368324186
baseline_twfe_real,junior_output_share,post_merge_bug_proxy_filled,-0.025777351638923085,0.01575735901815292,-1.6358928935506802,0.10186200555852833,-0.05666120780597023,0.005106504528124063,68,9,11,0.46681141368324186
